filename,statement,error,error_stack_trace
sql/databend/base/09_fuse_engine/09_0036_merge_into_without_distributed_enable.slt,"MERGE INTO salaries USING (SELECT * FROM employees) as employees ON salaries.employee_id = employees.employee_id WHEN MATCHED AND employees.department = 'HR' THEN UPDATE SET salaries.salary = salaries.salary + 1000.00 WHEN MATCHED THEN UPDATE SET salaries.salary = salaries.salary + 500.00 WHEN NOT MATCHED THEN INSERT (employee_id, salary) VALUES (employees.employee_id, 55000.00);","000200: Arrow error: Parquet argument error: Arrow: Incompatible type. Field 'salary' has type Decimal128(10, 2), array has type Decimal128(11, 2)","0: DataFusion error: Error during planning: Invalid function 'all'.
Did you mean 'abs'?, at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""Invalid function 'all'"", span: Some(Span(Location(1,203)..Location(1,206))), notes: [DiagnosticNote { message: ""Possible function 'abs'"", span: None }], helps: [] }, Plan(""Invalid function 'all'.\\nDid you mean 'abs'?""))"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,SELECT * FROM MYTABLE_1_copy2;,"000200: SQL compilation error: Diagnostic { kind: Error, message: ""table 'embucket.public.mytable_1_copy2' not found"", span: None, notes: [], helps: [] }","0: DataFusion error: Error during planning: table 'embucket.public.mytable_1_copy2' not found, at crates/core-executor/src/query.rs:1638:14
1: Diagnostic(Diagnostic { kind: Error, message: ""table 'embucket.public.mytable_1_copy2' not found"", span: None, notes: [], helps: [] }, Plan(""table 'embucket.public.mytable_1_copy2' not found""))"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/parse_json.slt,"SELECT PARSE_JSON('{ ""a"" : ""123"", ""b"" : ""456"", ""a"": ""789""} ')",,
sql/bronze_scope/sql-reference-functions/String_&_binary/like_all.slt,"WITH like_all_example(name) AS (SELECT * FROM
    VALUES
    ('John  Dddoe'),
    ('Joe   Doe'),
    ('John_do%wn'),
    ('Joe down'),
    ('Tom   Doe'),
    ('Tim down'),
    (null)
)
SELECT *
  FROM like_all_example
  WHERE name LIKE ALL ('%Jo%oe%','J%n')
  ORDER BY name","000200: SQL compilation error: error line 1 at position 203
Invalid function 'all'",
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/parse_json.slt,"WITH vartab AS (
  SELECT column1 AS n, PARSE_JSON(column2, 'd') AS v
  FROM VALUES (10, '{ ""a"" : ""123"", ""b"" : ""456"", ""a"": ""789""} ')
  AS vals
)
SELECT v
  FROM vartab
  WHERE n = 10","000200: SQL compilation error: parse_json function requires one argument, got 2","0: DataFusion error: Execution error: parse_json function requires one argument, got 2, at crates/core-executor/src/query.rs:1681:22
1: Execution(""parse_json function requires one argument, got 2"")"
sql/bronze_scope/sql-reference-functions/String_&_binary/like_all.slt,"WITH like_all_example(name) AS (SELECT * FROM
    VALUES
    ('John  Dddoe'),
    ('Joe   Doe'),
    ('John_do%wn'),
    ('Joe down'),
    ('Tom   Doe'),
    ('Tim down'),
    (null)
)
SELECT *
  FROM like_all_example
  WHERE name LIKE ALL ('%J%h%^_do%', 'J%^%wn') ESCAPE '^'
  ORDER BY name;","000200: SQL compilation error: error line 1 at position 203
Invalid function 'all'","0: DataFusion error: Execution error: parse_json function requires one argument, got 2, at crates/core-executor/src/query.rs:1681:22
1: Execution(""parse_json function requires one argument, got 2"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,"CREATE OR REPLACE TABLE testtable_summary (name, summary_amount) AS SELECT name, amount1 + amount2 FROM testtable;","000200: SQL error: ParserError(""Expected: a data type name, found: , at Line: 1, Column: 48"")",
sql/bronze_scope/sql-reference-functions/Aggregate/mode.slt,"with aggr(k, v) as (
    select * from values
    (1, 10.00),
    (1, 10.00),
    (1, 10.00),
    (1, 10.00),
    (1, 20.00),
    (1, 21.00),
    (2, 20.00),
    (2, 20.00),
    (2, 25.00),
    (2, 30.00),
    (3, null)
)
select mode(v) from aggr",000200: SQL compilation error: unsupported feature: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode,"0: DataFusion error: This feature is not implemented: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/parse_json.slt,"SELECT TO_JSON(NULL), TO_JSON('null'::VARIANT),
       PARSE_JSON(NULL), PARSE_JSON('null')",000200: SQL compilation error: unsupported feature: Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json,"0: DataFusion error: This feature is not implemented: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/parse_json.slt,"WITH jdemo2 AS (
  SELECT '{""PI"":3.14}' AS varchar1, PARSE_JSON('{""PI"":3.14}') AS variant1
)
SELECT varchar1,
       PARSE_JSON(varchar1),
       variant1,
       TO_JSON(variant1),
       PARSE_JSON(varchar1) = variant1,
       TO_JSON(variant1) = varchar1
  FROM jdemo2",000200: SQL compilation error: unsupported feature: Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json,"0: DataFusion error: This feature is not implemented: Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json"")"
sql/bronze_scope/sql-reference-functions/Aggregate/mode.slt,"with aggr(k, v) as (
    select * from values
    (1, 10.00),
    (1, 10.00),
    (1, 10.00),
    (1, 10.00),
    (1, 20.00),
    (1, 21.00),
    (2, 20.00),
    (2, 20.00),
    (2, 25.00),
    (2, 30.00),
    (3, null)
)
select k, mode(v) 
    from aggr 
    group by k
    order by k",000200: SQL compilation error: unsupported feature: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode,"0: DataFusion error: This feature is not implemented: Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/parse_json.slt,"SELECT TO_JSON(PARSE_JSON('{""b"":1,""a"":2}')),
       TO_JSON(PARSE_JSON('{""b"":1,""a"":2}')) = '{""b"":1,""a"":2}',
       TO_JSON(PARSE_JSON('{""b"":1,""a"":2}')) = '{""a"":2,""b"":1}'",000200: SQL compilation error: unsupported feature: Function 'to_json' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/to_json,"0: DataFusion error: This feature is not implemented: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode"")"
sql/bronze_scope/sql-reference-functions/Aggregate/mode.slt,"with aggr(k, v) as (
    select * from values
    (1, 10.00),
    (1, 10.00),
    (1, 10.00),
    (1, 10.00),
    (1, 20.00),
    (1, 21.00),
    (2, 20.00),
    (2, 20.00),
    (2, 25.00),
    (2, 30.00),
    (3, null)
)
select k, v, mode(v) over (partition by k) 
    from aggr 
    order by k, v",000200: SQL compilation error: unsupported feature: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode,"0: DataFusion error: This feature is not implemented: Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'mode' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/mode"")"
sql/bronze_scope/sql-reference-functions/Regular_expressions/regexp_instr.slt,"WITH demo1 AS (
  SELECT 1 AS id, 'nevermore1, nevermore2, nevermore3.' AS string1
)
SELECT id,
       string1,
       REGEXP_SUBSTR(string1, 'nevermore\\\\d') AS substring,
       REGEXP_INSTR(string1, 'nevermore\\\\d') AS position
  FROM demo1
  ORDER BY id",000200: SQL compilation error: unsupported feature: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,CREATE OR REPLACE TABLE mytable_2 LIKE mytable;,000200: Can't downcast error: `fields` must be initialized,
sql/bronze_scope/sql-reference-functions/Regular_expressions/regexp_instr.slt,"WITH demo1 AS (
  SELECT 1 AS id, 'nevermore1, nevermore2, nevermore3.' AS string1
)
SELECT id,
       string1,
       REGEXP_SUBSTR(string1, 'nevermore\\\\d', 5) AS substring,
       REGEXP_INSTR(string1, 'nevermore\\\\d', 5) AS position
  FROM demo1
  ORDER BY id",000200: SQL compilation error: unsupported feature: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/is.slt,"WITH raw_data(n, json_string) AS (
  SELECT * FROM VALUES
    (1,'null'),
    (2,null),
    (3,'true'),
    (4,'-17'),
    (5,'123.12'),
    (6,'1.912e2'),
    (7,'""Om ara pa ca na dhih""'),
    (8,'[-1, 12, 289, 2188, false,]'),
    (9,'{ ""x"" : ""abc"", ""y"" : false, ""z"": 10} ')
),
vartab(n, value) AS (
    SELECT n, PARSE_JSON(json_string) FROM raw_data
)
SELECT * FROM vartab WHERE IS_NULL_VALUE(value)",000200: Execution error: Failed to parse JSON string: trailing comma at line 1 column 27,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,DESC TABLE mytable_2;,000200: SQL compilation error: unsupported feature: Unsupported SQL statement: DESC TABLE mytable_2,"0: DataFusion error: This feature is not implemented: Unsupported SQL statement: DESC TABLE mytable_2, at crates/core-executor/src/query.rs:1653:22
1: NotImplemented(""Unsupported SQL statement: DESC TABLE mytable_2"")"
sql/bronze_scope/sql-reference-functions/Regular_expressions/regexp_instr.slt,"WITH demo1 AS (
  SELECT 1 AS id, 'nevermore1, nevermore2, nevermore3.' AS string1
)
SELECT id,
       string1,
       REGEXP_SUBSTR(string1, 'nevermore\\\\d', 1, 3) AS substring,
       REGEXP_INSTR(string1, 'nevermore\\\\d', 1, 3) AS position
  FROM demo1
  ORDER BY id",000200: SQL compilation error: unsupported feature: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
sql/bronze_scope/sql-reference-commands/Tables_views_sequences/create-table.slt,SELECT * FROM mytable_2;,"000200: SQL compilation error: Diagnostic { kind: Error, message: ""table 'embucket.public.mytable_2' not found"", span: None, notes: [], helps: [] }",
sql/bronze_scope/sql-reference-functions/Semi-structured_and_structured_data/is.slt,"WITH raw_data(n, json_string) AS (
    SELECT * FROM VALUES
        (1, 'null'),
        (2, NULL),
        (3, 'true'),
        (4, '-17'),
        (5, '123.12'),
        (6, '1.912e2'),
        (7, '""Om ara pa ca na dhih""'),
        (8, '[-1, 12, 289, 2188, false]'),
        (9, '{ ""x"" : ""abc"", ""y"" : false, ""z"": 10}')
),
vartab AS (
    SELECT
        n,
        PARSE_JSON(json_string) AS v
    FROM raw_data
)
SELECT *
FROM vartab
WHERE IS_DECIMAL(v);",000200: SQL compilation error: unsupported feature: Function 'is_decimal' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/is_decimal,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
sql/bronze_scope/sql-reference-functions/Regular_expressions/regexp_instr.slt,"WITH demo1 AS (
  SELECT 1 AS id, 'nevermore1, nevermore2, nevermore3.' AS string1
)
SELECT id,
       string1,
       REGEXP_SUBSTR(string1, 'nevermore\\\\d', 1, 3) AS substring,
       REGEXP_INSTR(string1, 'nevermore\\\\d', 1, 3, 0) AS start_position,
       REGEXP_INSTR(string1, 'nevermore\\\\d', 1, 3, 1) AS after_position
  FROM demo1
  ORDER BY id",000200: SQL compilation error: unsupported feature: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
sql/bronze_scope/sql-reference-functions/Regular_expressions/regexp_instr.slt,"WITH demo1 AS (
  SELECT 1 AS id, 'nevermore1, nevermore2, nevermore3.' AS string1
)
SELECT id,
       string1,
       REGEXP_SUBSTR(string1, 'nevermore', 1, 4) AS substring,
       REGEXP_INSTR(string1, 'nevermore', 1, 4) AS position
  FROM demo1
  ORDER BY id",000200: SQL compilation error: unsupported feature: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr,
sql/bronze_scope/sql-reference-functions/Regular_expressions/regexp_instr.slt,"WITH demo2 AS (
  SELECT 2 AS id, 'It was the best of times, it was the worst of times.' AS string1
  UNION ALL
  SELECT 3, 'In    the   string   the   extra   spaces  are   redundant.'
  UNION ALL
  SELECT 4, 'A thespian theater is nearby.'
)
SELECT id,
       string1,
       REGEXP_SUBSTR(string1, 'the\\\\W+\\\\w+') AS substring,
       REGEXP_INSTR(string1, 'the\\\\W+\\\\w+') AS position
  FROM demo2
  ORDER BY id",000200: SQL compilation error: unsupported feature: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr,"0: DataFusion error: This feature is not implemented: Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr, at crates/core-executor/src/query.rs:280:44
1: NotImplemented(""Function 'regexp_instr' is not implemented yet. Details: https://docs.snowflake.com/en/sql-reference/functions/regexp_instr"")"
